categoria;urlCategoria;article;descripcio;tipus;urlArticle;creador;dataPublicacio;paraulesClaus
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Les millors exposicions que pots veure ara mateix a Barcelona;Les propostes artístiques imprescindibles a museus i galeries;Article;https://www.timeout.cat/barcelona/ca/art/exposicions-a-barcelona-art-que-has-de-veure;Rita Roig;2021-10-18T22:00:00Z;"['Art', 'Art: Galeries', ""Tipus d'activitat: Exposició""]"
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Les exposicions de fotografia a Barcelona que no t'has de perdre;Les millors cites per descobrir artistes de referència i els nous talents de la fotografia;Article;https://www.timeout.cat/barcelona/ca/art/temporada-de-fotografia;Rita Roig;2021-10-06T22:00:00Z;['Art', 'Art: Fotografia']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;10 exposicions a Barcelona que et sorprendran;Peces d'art diferents, temàtiques divertides i disciplines sorprenents que fan d'aquestes exposicions les més curioses;Article;https://www.timeout.cat/barcelona/ca/art/les-exposicions-mes-curioses-que-pots-veure-a-barcelona;Erica Aspas;2021-10-27T22:00:00Z;"['Art', ""Art: Centres d'art"", ""Tipus d'activitat: Exposició"", 'global kickers: Love Local']"
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Els museus de Barcelona que obren gratis el diumenge;Museus que fan portes obertes el primer diumenge de mes, i altres dies o franges horàries que també permeten entrar sense pagar entrada;Article;https://www.timeout.cat/barcelona/ca/atraccions/museus-gratis-diumenges;Rita Roig;2021-09-01T22:00:00Z;['Art', 'catalan: Barcelona', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;5 escultures de Josep Maria Subirachs a Barcelona;Redescobrim alguns dels exemples més emblemàtics de l'escultura pública que l'artista va deixar repartida per la ciutat;Article;https://www.timeout.cat/barcelona/ca/art/lescultura-de-josep-maria-subirachs-a-barcelona;;2021-04-06T22:00:00Z;['Art', 'catalan: Barcelona', 'Art: Escultura']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;10 edificis d'arquitectura singular a Barcelona;Els edificis que han marcat tendència entre els arquitectes de tot el món;Article;https://www.timeout.cat/barcelona/ca/art/10-edificis-arquitectura-singular-del-patrimoni-de-barcelona;Albert Forns;2020-02-02T23:00:00Z;['Art', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Edificis modernistes - Què fer - Time Out Barcelona;Fem una ruta per alguns dels edificis més representatius del Modernisme de la nostra ciutat;Article;https://www.timeout.cat/barcelona/ca/que-fer/descobrim-5-joies-modernistes;;2019-03-25T23:00:00Z;"['Què fer', 'catalan: Barcelona', 'Què fer: Rutes i passejades', ""Tipus d'activitat: Passejada""]"
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;10 edificis amb molt disseny - Música i nit - Time Out Barcelona;Un recorregut per entorns emblemàtics de la ciutat que han guanyat premis FAD;Article;https://www.timeout.cat/barcelona/ca/atraccions/10-edificis-amb-molt-disseny;;2015-05-05T21:00:00Z;['Museus i institucions', 'Categorias: Museus i institucions']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;25 joies arquitectòniques de Barcelona que has de conèixer;Un recorregut per edificis emblemàtics de la ciutat, del romànic fins al present en construcció;Article;https://www.timeout.cat/barcelona/ca/art/25-joies-arquitectoniques-de-barcelona;;2020-08-20T22:00:00Z;['Art', 'catalan: Barcelona', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Descobreix l'arquitectura de Barcelona a prop del mar;Una ruta pels millors edificis de Barcelona a prop del mar, de la mà d'Arxius d'Arquitectura de Catalunya;Article;https://www.timeout.cat/barcelona/ca/art/arquitectura-prop-del-mar-a-barcelona;;2019-10-01T22:00:00Z;['Art', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Redescobrint la cripta de la colònia Güell: 5 coses que ignoràvem de Gaudí;Redescobrim Antoni Gaudí en una de les seves obres més innovadores i creatives;Article;https://www.timeout.cat/barcelona/ca/art/la-cripta-de-la-colonia-gueell-5-coses-que-ignoravem-de-gaudi;;2014-10-14T23:00:00Z;['Art', 'catalan: Barcelona', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Exposicions gratis a Barcelona;Les mostres d'art gratuïtes que pots veure a les galeries, museus i centres culturals de Barcelona;Article;https://www.timeout.cat/barcelona/ca/art/exposicions-gratis;;2019-05-27T22:00:00Z;['Art', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Els museus de Barcelona que obren gratis el diumenge;Museus que fan portes obertes el primer diumenge de mes, i altres dies o franges horàries que també permeten entrar sense pagar entrada;Article;https://www.timeout.cat/barcelona/ca/atraccions/museus-gratis-diumenges;Rita Roig;2021-09-01T22:00:00Z;['Art', 'catalan: Barcelona', 'Categorias: Art']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Els museus més curiosos de Barcelona;Són els 'altres' museus de Barcelona: divertits, extravagants i a la vegada interessants;Article;https://www.timeout.cat/barcelona/ca/atraccions/museus-curiosos;;2019-03-26T23:00:00Z;['Què fer', 'catalan: Barcelona', 'Categorias: Què fer']
Art i Museus;https://www.timeout.cat/barcelona/ca/art-museus;Exposicions de fotografia gratis a Barcelona;Voleu veure bona fotografia i no gastar-vos un euro? Hi ha un grapat de museus i les galeries que obren gratis les seves portes perquè vegeu les mostres fotogràfiques sense obrir el moneder;Article;https://www.timeout.cat/barcelona/ca/art/fotografia-gratis-aqui;;2015-12-15T23:00:00Z;"['Art', 'Més: Gratis', 'Art: Fotografia', ""Tipus d'activitat: Exposició""]"
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Les estrenes de teatre que no et pots perdre aquest novembre a Barcelona;La llista dels millors espectacles que trepitjaran els escenaris de la ciutat;Article;https://www.timeout.cat/barcelona/ca/teatre/les-obres-de-teatre-del-mes-a-barcelona;Andreu Gomila;2021-10-27T22:00:00Z;['Teatre', 'Categorias: Teatre']
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Les obres de teatre de la cartellera de Barcelona que has de veure;La cartellera de teatre barcelonina és extensa i aquí trobaràs les obres imprescindibles;Article;https://www.timeout.cat/barcelona/ca/teatre/obres-teatre-recomanades;Andreu Gomila;2021-09-26T22:00:00Z;['Teatre', 'catalan: Barcelona', 'Categorias: Teatre']
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Teatre i dansa a Barcelona: les obres que no et pots perdre;Seleccionem les millors representacions de teatre, dansa i comèdia que hi ha actualment a la cartellera;Article;https://www.timeout.cat/barcelona/ca/teatre/teatre-i-dansa-a-barcelona-les-obres-que-no-et-pots-perdre;Time Out Barcelona Editors ;2020-12-15T23:00:00Z;['Teatre', 'Categorias: Teatre']
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Els actors i les actrius catalans més sexis;Quan es tracta de talent i de gent guapa, escombrem cap a casa. Descobreix quins són els intèrprets més atractius de Catalunya;Article;https://www.timeout.cat/barcelona/ca/teatre/els-actors-i-actrius-mes-sexis;;2019-07-11T22:00:00Z;['Teatre', 'Categorias: Teatre']
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Obres de teatre infantil a Barcelona;Els espectacles per a nens que es poden veure a la ciutat;Article;https://www.timeout.cat/barcelona/ca/teatre/cartellera-de-teatre-infantil;Erica Aspas;2021-02-08T23:00:00Z;['Nens', 'catalan: Barcelona', 'Categorias: Nens', 'Públic: Familiar']
Teatre i Dansa;https://www.timeout.cat/barcelona/ca/teatre-dansa;Les obres d'aquí que has de veure;L'autoria catalana viu un autèntic boom a la cartellera: aquí tens les obres que marquen tendència;Article;https://www.timeout.cat/barcelona/ca/teatre/teatre-catala-cartellera-barcelona;;2019-10-27T23:00:00Z;['Teatre', 'Més: Recomanat', 'Més: Crítica de Time Out', 'Categorias: Teatre']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Els millors concerts del mes de novembre a Barcelona;Les cites més destacades de la música en viu a Barcelona dels pròxims dies;Article;https://www.timeout.cat/barcelona/ca/musica/els-millors-concerts-del-mes;['Time Out Barcelona Editors ', 'Borja Duñó'];2021-10-27T22:00:00Z;"['Música', 'catalan: Barcelona', 'Música: Dance i electrònica', ""Tipus d'activitat: Concerts""]"
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Agenda de concerts de la temporada a Barcelona;Alguns dels artistes més importants que actuaran els pròxims mesos a Barcelona;Article;https://www.timeout.cat/barcelona/ca/musica/millors-concerts-temporada;Borja Duñó;2021-10-14T22:00:00Z;['Música', 'catalan: Barcelona', 'Música: Espais musicals']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Festivals de música a Barcelona i Catalunya;Els grans esdeveniments de música en directe i els cicles de concerts que se celebren tot l'any a Barcelona;Article;https://www.timeout.cat/barcelona/ca/musica/festivals-de-musica-a-barcelona-i-catalunya;['Time Out Barcelona Editors ', 'Borja Duñó'];2021-10-19T22:00:00Z;['Música', 'Música: Festival de música']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Agenda de concerts de la temporada a Barcelona;Alguns dels artistes més importants que actuaran els pròxims mesos a Barcelona;Article;https://www.timeout.cat/barcelona/ca/musica/millors-concerts-temporada;Borja Duñó;2021-10-14T22:00:00Z;['Música', 'catalan: Barcelona', 'Música: Espais musicals']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;On gaudir d'un bon concert a Barcelona;Els locals amb la programació de concerts que no et pots perdre;Article;https://www.timeout.cat/barcelona/ca/musica/millors-sales-musica-directe;;2018-07-25T22:00:00Z;['Música', 'catalan: Barcelona', 'Música: Espais musicals']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Els millors concerts gratis a Barcelona. Pren-ne nota!;Aprofita les actuacions gratuïtes que et recomanem i gaudeix de la música en directe de franc!;Article;https://www.timeout.cat/barcelona/ca/musica/concerts-gratis-barcelona;;2021-02-14T23:00:00Z;['Música', 'Categorias: Música']
Concerts;https://www.timeout.cat/barcelona/ca/concerts;Els concerts de música clàssica a Barcelona que no t'has de perdre;Orquestres i directors, solistes, sopranos, tenors... Totes les cites que cap melòman s'hauria de perdre;Article;https://www.timeout.cat/barcelona/ca/musica/musica-classica-barcelona;Pere Andreu Jariod;2021-10-12T22:00:00Z;['Música', 'Més: Recomanat', 'Música: Clàssica i òpera']
Cine;https://www.timeout.cat/barcelona/ca/cine;Cine: les millors estrenes del mes de novembre;Les pel·lícules que arriben aquests dies a la cartellera de Barcelona;Article;https://www.timeout.cat/barcelona/ca/films/les-millors-estrenes-de-cine;Àlex Montoya;2021-10-28T22:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les millors sèries noves que has de veure aquest mes de novembre;Et recomanem les millors ficcions televisives del moment perquè no hagis de perdre temps triant. Posa't còmode i gaudeix!;Article;https://www.timeout.cat/barcelona/ca/cine/5-noves-series;Serielizados Serielizados;2021-10-27T22:00:00Z;['Cine', 'catalan: Barcelona', 'Categorias: Cine', 'global kickers: Time In']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les 5 millors pel·lícules de la cartellera de cine;Aquestes són les pel·lícules que actualment es projecten als cinemes de Barcelona i que no us podeu perdre de cap de les maneres;Article;https://www.timeout.cat/barcelona/ca/cine/el-top-5-de-la-cartellera;['Dave Calhoun', 'Phil de Semlyen', 'Àlex Montoya'];2021-10-07T22:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les 50 millors pel·lícules de la història que has de veure ara mateix;Clàssics del cine mut, westerns, comèdies, ciència-ficció... Films que creiem que tothom hauria de veure almenys un cop a la vida;Article;https://www.timeout.cat/barcelona/ca/cine/millors-pellicules-de-la-historia-del-cine;['Joshua Rothkopf', 'Phil de Semlyen', 'Àlex Montoya', 'Time Out contributors '];2021-01-17T23:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les deu millors pel·lícules protagonitzades per dones amb molt de caràcter;Deu de les heroïnes del cinema amb més caràcter. Girl Power!;Article;https://www.timeout.cat/barcelona/ca/cine/10-pellicules-sobre-dones-genials-i-amb-molt-mala-llet;;2021-03-07T23:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les escenes de sexe més calentes de la història del cinema;Seleccionem els moments més calents de la història de la gran pantalla;Article;https://www.timeout.cat/barcelona/ca/films/les-millors-escenes-de-sexe-del-cinema;Josep Lambies;2021-08-25T22:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les 50 millors pel·lícules catalanes;Una selecció dels films més emblemàtics de la història del cine català;Article;https://www.timeout.cat/barcelona/ca/films/les-50-millors-pellicules-catalanes;;2020-03-11T23:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;13 tatuatges mítics del cinema – Cine – Time Out Barcelona;De Robert Mitchum a Viggo Mortensen, de Harpo Marx a Ewan McGregor, les pells més guixades de la història de la gran pantalla;Article;https://www.timeout.cat/barcelona/ca/films/13-tatuatges-mitics-del-cinema;;2018-07-31T22:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Impostors de pel·lícula;¿Voleu saber qui són els grans farsants de la història del cine?;Article;https://www.timeout.cat/barcelona/ca/films/impostors-de-pellicula;;2014-10-21T22:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;Les 10 millors pel·lícules de zombis de la història;Un repàs fílmic a l'evolució de l'ésser més putrefacte i demacrat a la història del cine;Article;https://www.timeout.cat/barcelona/ca/cine/10-pellicules-per-entendre-que-es-un-zombi;;2019-02-03T23:00:00Z;['Cine', 'Categorias: Cine']
Cine;https://www.timeout.cat/barcelona/ca/cine;7 imatges per entendre qui és Jean-Luc Godard;Breu recorregut per la carrera del tòtem de la Nouvelle Vague ;Article;https://www.timeout.cat/barcelona/ca/films/7-imatges-per-entendre-qui-es-jean-luc-godard;;2014-12-03T00:00:00Z;['Cine', 'Cine: Drama']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les noves llibreries de Barcelona que has de conèixer;La ciutat es torna a omplir d'espais plens de llibres: Byron, Fahrenheit 451, Ona, Restory, Finestres... Us els presentem;Article;https://www.timeout.cat/barcelona/ca/botigues/les-noves-llibreries-que-han-obert-a-barcelona;Borja Duñó;2021-06-27T22:00:00Z;['Botigues', 'Botigues: Llibreries']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;On comprar mascaretes de tela amb dissenys originals;Les mascaretes higièniques reutilitzables no substitueixen les FFP2, però algunes estan homologades i són de proximitat;Article;https://www.timeout.cat/barcelona/ca/botigues/on-comprar-mascaretes-de-tela-amb-dissenys-originals;Eugènia Sendra;2021-01-13T23:00:00Z;['Botigues', 'Botigues: Dissenyador']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les 15 millors botigues de segona mà i roba 'vintage' a Barcelona;Per comprar roba a pes i peces que són tresors, per convicció i per estètica, visiteu aquests espais;Article;https://www.timeout.cat/barcelona/ca/botigues/vintage-segona-ma;;2021-08-30T22:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Botigues vintage']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les millors botigues de discos de Barcelona;Les noves tecnologies no han pogut amb els vinils, CD's, cassets, DVD's... nous, de segona mà i de col·leccionista. Entreu i remeneu;Article;https://www.timeout.cat/barcelona/ca/botigues/les-millors-botigues-de-discos-de-barcelona;['Borja Duñó', 'Eugènia Sendra'];2021-06-27T22:00:00Z;['Botigues', 'Botigues: Música i entreteniment']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les millors botigues de bicicletes a Barcelona;Com a mitjà de transport o per fer esport: si voleu una bona bicicleta, en aquests establiments us ajuden a triar;Article;https://www.timeout.cat/barcelona/ca/esports/botigues-de-bicicletes;;2020-11-15T23:00:00Z;['Esports', 'catalan: Barcelona', 'Categorias: Esports']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Botigues imprescindibles de mobles i decoració de Barcelona;Llocs imprescindibles per decorar casa vostra;Article;https://www.timeout.cat/barcelona/ca/botigues/mobles-decoracio;;2020-12-13T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Cosmètica i bellesa - Botigues - Time Out Barcelona;Cuidar-se per dins i per fora. Aquestes botigues us ajudaran a fer realitat la segona opció;Article;https://www.timeout.cat/barcelona/ca/botigues/pels-amants-de-la-bellesa;;2019-01-20T23:00:00Z;['Salut i bellesa', 'catalan: Barcelona', 'Categorias: Salut i bellesa']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Els mil i un accessoris - Botigues - Time Out Barcelona;Bosses, joies i sabates que no poden faltar a l'armari;Article;https://www.timeout.cat/barcelona/ca/botigues/accessoris;;2019-11-10T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Boutiques']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Botigues per a nenes i nens a Barcelona;De tot per als més petits: roba, llibres, calçat i joguines;Article;https://www.timeout.cat/barcelona/ca/botigues/botigues-per-nens;;2019-12-16T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Vestits de núvia: botigues i dissenyadors de Barcelona;Marques i creadors fer-se amb el vestit i els complements per a tota boda;Article;https://www.timeout.cat/barcelona/ca/botigues/botigues-per-comprar-vestits-de-nuvia-a-barcelona;;2019-05-06T22:00:00Z;['Botigues', 'catalan: Barcelona', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les samarretes més originals - Botigues - Time Out Barcelona;Ja és aquí la temporada de les samarretes. Les botigues imprescindibles per destacar entre la multitud;Article;https://www.timeout.cat/barcelona/ca/compres/les-samarretes-mes-originals;;2015-06-29T21:00:00Z;['Botigues', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;13 botigues de roba de dona de Barcelona que has de conèixer;Els establiments on comprar moda femenina;Article;https://www.timeout.cat/barcelona/ca/botigues/millors-botigues-de-roba-de-dona;;2020-11-16T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Roba de dona']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;18 botigues de roba d'home de Barcelona que has de conèixer;Una selecció d'establiments dedicats a la moda masculina;Article;https://www.timeout.cat/barcelona/ca/botigues/millors-botigues-de-roba-home;;2019-08-21T22:00:00Z;"['Botigues', 'catalan: Barcelona', 'Botigues: Boutiques', 'Botigues: Sastres', ""Botigues: Roba d'home""]"
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Botigues de moda ètica i sostenible a Barcelona;Aquí trobaràs propostes de moda i complements ètics i sostenibles;Article;https://www.timeout.cat/barcelona/ca/compres/botigues-de-moda-etica-a-barcelona;;2019-05-06T22:00:00Z;['Botigues', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les millors botigues i restaurants de formatge de Barcelona;Una llista de les botigues on s'hi pot trobar la millor varietat de formatges de Barcelona;Article;https://www.timeout.cat/barcelona/ca/botigues/comprar-formatge-a-barcelona-botigues-i-restaurants;Laura Conde;2021-03-24T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Formatgeries']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;A granel a Barcelona: botigues per comprar productes a pes;Redescobriu les botigues d'aliments a pes, font de menjar saborós, qualitat a bon preu i sovint escenari d'un costumisme impagable;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/comprar-a-granel-a-Barcelona;;2019-09-25T22:00:00Z;['Botigues', 'Botigues: Botiga de queviures']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les millors botigues i restaurants de formatge de Barcelona;Una llista de les botigues on s'hi pot trobar la millor varietat de formatges de Barcelona;Article;https://www.timeout.cat/barcelona/ca/botigues/comprar-formatge-a-barcelona-botigues-i-restaurants;Laura Conde;2021-03-24T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Formatgeries']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Les millors botigues i restaurants de formatge de Barcelona;Una llista de les botigues on s'hi pot trobar la millor varietat de formatges de Barcelona;Article;https://www.timeout.cat/barcelona/ca/botigues/comprar-formatge-a-barcelona-botigues-i-restaurants;Laura Conde;2021-03-24T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Botigues: Formatgeries']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;A granel a Barcelona: botigues per comprar productes a pes;Redescobriu les botigues d'aliments a pes, font de menjar saborós, qualitat a bon preu i sovint escenari d'un costumisme impagable;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/comprar-a-granel-a-Barcelona;;2019-09-25T22:00:00Z;['Botigues', 'Botigues: Botiga de queviures']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Forns artesans - Botigues - Time Out Barcelona;Us presentem una selecció de les fleques que preparen el millor pa de Barcelona;Article;https://www.timeout.cat/barcelona/ca/compres/forns-pa-artesans-de-barcelona;;2017-10-15T22:00:00Z;['Botigues', 'Categorias: Botigues']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;Els millors croissants de Barcelona;Dolços, salats, de mantega... recorrem la ciutat a la recerca de les millors banyes. Seleccionem els croissants que et faran perdre l'oremus!;Article;https://www.timeout.cat/barcelona/ca/botigues/els-millors-croissants-de-barcelona;;2020-10-13T22:00:00Z;['Restaurants', 'Categorias: Restaurants']
Botigues;https://www.timeout.cat/barcelona/ca/botigues;La millor xocolata de Barcelona!;Pastissos, bombons, cookies, gelats, postres... Seleccionem els locals on trobareu el millor cacau;Article;https://www.timeout.cat/barcelona/ca/restaurants-cafes/la-millor-xocolata-de-barcelona;['Ricard Martín', 'Laura Conde'];2021-09-09T22:00:00Z;['Restaurants', 'Categorias: Restaurants', 'contributor: Laura Conde']
Time Out Shop;https://www.timeout.cat/barcelona/ca/time-out-shop;25 Hotels romàntics de Catalunya que no et pots perdre;Us proposem un grapat d'hotels per fer una escapada romàntica en parella;Article;https://www.timeout.cat/barcelona/ca/que-fer/hotels-romantics-de-catalunya-que-no-et-pots-perdre;;2018-02-08T23:00:00Z;['Què fer', 'Categorias: Què fer']
Time Out Shop;https://www.timeout.cat/barcelona/ca/time-out-shop;Una temporada plena d’emocions;El Liceu estrena una nova temporada que no us deixarà indiferents!;Article;https://www.timeout.cat/barcelona/ca/que-fer/una-temporada-democions;;2019-04-07T22:00:00Z;['Què fer', 'Categorias: Què fer']
Time Out Shop;https://www.timeout.cat/barcelona/ca/time-out-shop;Vi i experiències!;Descobriu el llegat de la Família Torres: tastos i visites exclusives en un entorn únic!;Article;https://www.timeout.cat/barcelona/ca/que-fer/mon-del-vi-amb-experiencies-uniques;;2020-06-04T22:00:00Z;['Què fer', 'Categorias: Què fer']
Bars;https://www.timeout.cat/barcelona/ca/bars;Els 100 millors bars de Barcelona per dia, tarda i nit;Les millors barres i bars de Barcelona: còctels, cervesa, vermuts i vins;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/els-100-millors-bars-de-barcelona;['Ricard Martín', 'Martí Sales', 'Òscar Broc', 'Montse Virgili', 'Júlia Gamissans'];2021-08-02T22:00:00Z;['Bars i pubs', 'Begudes: Còctels', 'Begudes: Amants del vi', 'Begudes: Amants de la cervesa', 'Begudes: Ambient de bar', 'Begudes: Rutes de bars', 'Begudes: Especialistes en cerveses', 'Categorias: Bars i pubs']
Bars;https://www.timeout.cat/barcelona/ca/bars;Les millors cocteleries de Barcelona;Fes un còctel a les grans barres de la ciutat;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/millors-cocteleries;;2021-05-10T22:00:00Z;['Bars i pubs', 'catalan: Barcelona', 'Bars i pubs: Cocteleries']
Bars;https://www.timeout.cat/barcelona/ca/bars;9 terrasses secretes de Barcelona on encara no has estat;Terrasses poc concorregudes i amagades perquè et prenguis la teva canya i tapa en esplèndida solitud o bona companyia;Article;https://www.timeout.cat/barcelona/ca/restaurants/terrasses-secretes-de-barcelona-on-segurament-mai-has-estat;Ricard Martín;2021-10-06T22:00:00Z;['Restaurants', 'Tema: Vibe: Peculiar', 'Tema: Good for: Going with friends', 'Tema: Vibe: Beautiful', 'Tema: Good for: Locals', 'Calendari de festivitats: Estiu', 'Categorias: Restaurants', 'global kickers: undefined', 'global kickers: Love Local']
Bars;https://www.timeout.cat/barcelona/ca/bars;Els millors llocs on prendre cervesa artesana a Barcelona;El boom de la cervesa artesana ha sacsejat la ciutat. Visitem els brolladors barcelonins que altres ciutats envegen;Article;https://www.timeout.cat/barcelona/ca/bars-i-pubs/les-millors-cerveseries-artesanes-de-barcelona;['Martí Sales', 'Òscar Broc', 'Aitor Labrador'];2021-08-04T22:00:00Z;['Bars i pubs', 'Categorias: Bars i pubs']
Bars;https://www.timeout.cat/barcelona/ca/bars;Vermut a Barcelona: els millors llocs per fer l'aperitiu;Descobreix locals on el sifó i les tapes són gairebé una religió;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/vermut-bodega-aperitiu;;2020-01-06T23:00:00Z;['Bars i pubs', 'Espanyola: Tapes']
Bars;https://www.timeout.cat/barcelona/ca/bars;Berenars: gaudir de la tarda - Restaurants i bars - Time Out Barcelona;Cafeteries, bars i pastisseries que van ser fetes per passar-s'hi la tarda amb totes les temptacions dolces imaginables.;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/berenars-cafeteries-bars-tarda;Ricard Martín;2018-07-31T22:00:00Z;['Bars i pubs', 'Categorias: Bars i pubs']
Bars;https://www.timeout.cat/barcelona/ca/bars;Les millors ensaïmades - Botigues - Time Out Barcelona;Els 10 llocs on les fan més bones a la ciutat;Article;https://www.timeout.cat/barcelona/ca/botigues/les-millors-ensaimades;;2015-05-10T22:00:00Z;['Botigues', 'Categorias: Botigues']
Bars;https://www.timeout.cat/barcelona/ca/bars;Granges i xocolata desfeta - Restaurants i bars - Time Out Barcelona;Per sucar xurros, ensaïmades, melindros o croissants;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/granges-i-xocolata-desfeta;;2013-03-26T00:00:00Z;['Restaurants', 'catalan: Barcelona', 'Categorias: Restaurants']
Bars;https://www.timeout.cat/barcelona/ca/bars;Sucs, smoothies i batuts: plaers saludables - Restaurants i bars - Time Out Barcelona;Els millors llocs de Barcelona per carregar-se de vitamines;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/sucs-smoothies-i-batuts-plaers-saludables;;2013-04-14T21:00:00Z;['Restaurants', 'Categorias: Restaurants']
Bars;https://www.timeout.cat/barcelona/ca/bars;La ruta de l'spritz - Restaurants i bars - Time Out Barcelona;És l'aperitiu venecià de moda, barreja de Campari o Aperol amb prosecco i soda. Us descobrim cinc llocs on prendre'l a Barcelona;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/la-ruta-de-lspritz;;2013-04-07T23:00:00Z;['Bars i pubs', 'Categorias: Bars i pubs']
Bars;https://www.timeout.cat/barcelona/ca/bars;Els millors mojitos - Restaurants i Bars - Time Out Barcelona;Us presentem els millors mojitos de la ciutat perquè assaboriu aquesta bomba de frescor i sabor amb plenes garanties;Article;https://www.timeout.cat/barcelona/ca/nit/els-millors-mojitos;;;['Restaurants', 'Categorias: Restaurants']
