categoria;urlCategoria;article;descripcio;tipus;urlArticle;creador;dataPublicacio;paraulesClaus
Cultura;https://www.timeout.cat/barcelona/ca/cultura;10 exposicions a Barcelona que et sorprendran;Peces d'art diferents, temàtiques divertides i disciplines sorprenents que fan d'aquestes exposicions les més curioses;Article;https://www.timeout.cat/barcelona/ca/art/les-exposicions-mes-curioses-que-pots-veure-a-barcelona;Erica Aspas;2021-10-27T22:00:00Z;"['Art', ""Art: Centres d'art"", ""Tipus d'activitat: Exposició"", 'global kickers: Love Local']"
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Els museus de Barcelona que obren gratis el diumenge;Museus que fan portes obertes el primer diumenge de mes, i altres dies o franges horàries que també permeten entrar sense pagar entrada;Article;https://www.timeout.cat/barcelona/ca/atraccions/museus-gratis-diumenges;Rita Roig;2021-09-01T22:00:00Z;['Art', 'catalan: Barcelona', 'Categorias: Art']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;5 escultures de Josep Maria Subirachs a Barcelona;Redescobrim alguns dels exemples més emblemàtics de l'escultura pública que l'artista va deixar repartida per la ciutat;Article;https://www.timeout.cat/barcelona/ca/art/lescultura-de-josep-maria-subirachs-a-barcelona;;2021-04-06T22:00:00Z;['Art', 'catalan: Barcelona', 'Art: Escultura']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Cine: les millors estrenes del mes de novembre;Les pel·lícules que arriben aquests dies a la cartellera de Barcelona;Article;https://www.timeout.cat/barcelona/ca/films/les-millors-estrenes-de-cine;Àlex Montoya;2021-10-28T22:00:00Z;['Cine', 'Categorias: Cine']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Les millors sèries noves que has de veure aquest mes de novembre;Et recomanem les millors ficcions televisives del moment perquè no hagis de perdre temps triant. Posa't còmode i gaudeix!;Article;https://www.timeout.cat/barcelona/ca/cine/5-noves-series;Serielizados Serielizados;2021-10-27T22:00:00Z;['Cine', 'catalan: Barcelona', 'Categorias: Cine', 'global kickers: Time In']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Les 5 millors pel·lícules de la cartellera de cine;Aquestes són les pel·lícules que actualment es projecten als cinemes de Barcelona i que no us podeu perdre de cap de les maneres;Article;https://www.timeout.cat/barcelona/ca/cine/el-top-5-de-la-cartellera;['Dave Calhoun', 'Phil de Semlyen', 'Àlex Montoya'];2021-10-07T22:00:00Z;['Cine', 'Categorias: Cine']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Les 50 millors pel·lícules de la història que has de veure ara mateix;Clàssics del cine mut, westerns, comèdies, ciència-ficció... Films que creiem que tothom hauria de veure almenys un cop a la vida;Article;https://www.timeout.cat/barcelona/ca/cine/millors-pellicules-de-la-historia-del-cine;['Joshua Rothkopf', 'Phil de Semlyen', 'Àlex Montoya', 'Time Out contributors '];2021-01-17T23:00:00Z;['Cine', 'Categorias: Cine']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Els millors concerts del mes de novembre a Barcelona;Les cites més destacades de la música en viu a Barcelona dels pròxims dies;Article;https://www.timeout.cat/barcelona/ca/musica/els-millors-concerts-del-mes;['Time Out Barcelona Editors ', 'Borja Duñó'];2021-10-27T22:00:00Z;"['Música', 'catalan: Barcelona', 'Música: Dance i electrònica', ""Tipus d'activitat: Concerts""]"
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Els millors concerts del mes de novembre a Barcelona;Les cites més destacades de la música en viu a Barcelona dels pròxims dies;Article;https://www.timeout.cat/barcelona/ca/musica/els-millors-concerts-del-mes;['Time Out Barcelona Editors ', 'Borja Duñó'];2021-10-27T22:00:00Z;"['Música', 'catalan: Barcelona', 'Música: Dance i electrònica', ""Tipus d'activitat: Concerts""]"
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Agenda de concerts de la temporada a Barcelona;Alguns dels artistes més importants que actuaran els pròxims mesos a Barcelona;Article;https://www.timeout.cat/barcelona/ca/musica/millors-concerts-temporada;Borja Duñó;2021-10-14T22:00:00Z;['Música', 'catalan: Barcelona', 'Música: Espais musicals']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Festivals de música a Barcelona i Catalunya;Els grans esdeveniments de música en directe i els cicles de concerts que se celebren tot l'any a Barcelona;Article;https://www.timeout.cat/barcelona/ca/musica/festivals-de-musica-a-barcelona-i-catalunya;['Time Out Barcelona Editors ', 'Borja Duñó'];2021-10-19T22:00:00Z;['Música', 'Música: Festival de música']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Les estrenes de teatre que no et pots perdre aquest novembre a Barcelona;La llista dels millors espectacles que trepitjaran els escenaris de la ciutat;Article;https://www.timeout.cat/barcelona/ca/teatre/les-obres-de-teatre-del-mes-a-barcelona;Andreu Gomila;2021-10-27T22:00:00Z;['Teatre', 'Categorias: Teatre']
Cultura;https://www.timeout.cat/barcelona/ca/cultura;Les obres de teatre de la cartellera de Barcelona que has de veure;La cartellera de teatre barcelonina és extensa i aquí trobaràs les obres imprescindibles;Article;https://www.timeout.cat/barcelona/ca/teatre/obres-teatre-recomanades;Andreu Gomila;2021-09-26T22:00:00Z;['Teatre', 'catalan: Barcelona', 'Categorias: Teatre']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;13 restaurants boníssims a prop de Barcelona per a una escapada gastronòmica;És cap de setmana: agafem carretera i manta i fem turisme gastronòmic! A un cop de volant –o de tren– hi ha llocs increïbles per menjar;Article;https://www.timeout.cat/barcelona/ca/viatge/restaurants-bons-a-prop-de-barcelona-escapada-gastronomica;Ricard Martín;2021-06-03T22:00:00Z;"['Viatge', 'Tema: Good for: Sortida en grup', 'Calendari de festivitats: Estiu', 'Calendari de festivitats: Primavera', 'Categorias: Viatge', 'Familiar: Good for: Apte per a nens', 'global kickers: undefined', 'global kickers: Love Local', ""Activa't: Excursionisme i viatges""]"
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els jardins més bonics i singulars de Catalunya;Agafem aire fresc envoltats de vegetació en set parc i jardins catalans frondosos en història, bellesa i diversitat botànica;Article;https://www.timeout.cat/barcelona/ca/viatge/jardins-mes-bonics-i-singulars-de-catalunya;María José Gómez;2021-04-26T22:00:00Z;['Viatge', 'Tema: Vibe: Aire lliure', 'Categorias: Viatge', 'global kickers: undefined']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els fars més bonics d'Espanya per fer una escapada;Cinc destinacions fascinants on viatjar i sentir que sou en una punta del món;Article;https://www.timeout.cat/barcelona/ca/viatge/els-fars-mes-bonics-espanya-per-fer-una-escapada;Óscar Checa;2021-05-25T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els castells més espectaculars i bonics de Catalunya;Gaudeix un patrimoni arquitectònic que sembla tret de les pel·lícules d'espasa i bruixeria!;Article;https://www.timeout.cat/barcelona/ca/viatge/els-castells-mes-espectaculars-de-catalunya;Ricard Martín;2021-05-25T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els 50 llocs de Catalunya que has de visitar aquest 2021;Platges, boscos, patrimoni cultural i pobles amb encant. Aquests són alguns llocs de Catalunya de visita obligada;Article;https://www.timeout.cat/barcelona/ca/viatge/llocs-de-catalunya-que-has-de-coneixer;Xavier Amat;2021-08-15T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;33 escapades molt a prop de Barcelona per gaudir de la natura;Senderisme? Escalada? Una visita cultural? Un bon àpat? Als parcs i espais naturals podreu fer aquestes i moltes altres activitats;Article;https://www.timeout.cat/barcelona/ca/que-fer/plans-a-la-natura-a-prop-de-barcelona;;2021-03-24T23:00:00Z;['Què fer', 'Categorias: Què fer']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;15 restaurants imprescindibles de Girona ciutat;Dinar, sopar o esmorzar: la capital del gironès és una delícia per a una escapada d'un dia, i té una pila de restaurants exquisits i assequibles;Article;https://www.timeout.cat/barcelona/ca/restaurants/15-restaurants-imprescindibles-de-girona;Ricard Martín;2021-09-08T22:00:00Z;['Viatge', 'Barcelona: Fora de Barcelona', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;33 escapades molt a prop de Barcelona per gaudir de la natura;Senderisme? Escalada? Una visita cultural? Un bon àpat? Als parcs i espais naturals podreu fer aquestes i moltes altres activitats;Article;https://www.timeout.cat/barcelona/ca/que-fer/plans-a-la-natura-a-prop-de-barcelona;;2021-03-24T23:00:00Z;['Què fer', 'Categorias: Què fer']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;33 escapades molt a prop de Barcelona per gaudir de la natura;Senderisme? Escalada? Una visita cultural? Un bon àpat? Als parcs i espais naturals podreu fer aquestes i moltes altres activitats;Article;https://www.timeout.cat/barcelona/ca/que-fer/plans-a-la-natura-a-prop-de-barcelona;;2021-03-24T23:00:00Z;['Què fer', 'Categorias: Què fer']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;15 restaurants imprescindibles de Girona ciutat;Dinar, sopar o esmorzar: la capital del gironès és una delícia per a una escapada d'un dia, i té una pila de restaurants exquisits i assequibles;Article;https://www.timeout.cat/barcelona/ca/restaurants/15-restaurants-imprescindibles-de-girona;Ricard Martín;2021-09-08T22:00:00Z;['Viatge', 'Barcelona: Fora de Barcelona', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 25 millors platges de Catalunya;De Tarragona, Barcelona i Girona, aquestes són les cales i platges més boniques per passar un dia perfecte sota el para-sol;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-platges-de-catalunya;Xavier Amat;2018-07-05T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;18 escapades per fer en tren des de Barcelona;Per fer una escapada no us cal cotxe. Descobriu el plaer de viatjar en tren i conèixer nous llocs de Catalunya!;Article;https://www.timeout.cat/barcelona/ca/que-fer/excursions-i-escapades-amb-tren-des-de-barcelona-amb-fgc;Xavier Amat;2020-08-19T22:00:00Z;['Què fer', 'Categorias: Què fer']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;8 escapades per fer en parella a prop de Barcelona;Un tomb pels pobles més bonics de la geografia catalana, decorat ideal per atiar l'amor i altres passions elevades;Article;https://www.timeout.cat/barcelona/ca/que-fer/escapades-romantiques-prop-de-barcelona;Manuel Pérez;2021-05-02T22:00:00Z;['Què fer', 'Què fer: Rutes i passejades']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els 19 pobles més bonics de Girona;Que no us mossegui l'enveja, que a vegades els de l'Empordà en fan, per allò de viure en un paradís amb pobles de postal. El que heu de fer és anar a descobrir-los!;Article;https://www.timeout.cat/barcelona/ca/viatge/pobles-mes-bonics-de-girona;['Ricard Martín', 'Albert Martí'];2021-05-19T22:00:00Z;"['Viatge', 'Tema: Vibe: Beautiful', 'Tema: Vibe: Aire lliure', 'Calendari de festivitats: Estiu', 'Calendari de festivitats: Hivern', 'Categorias: Viatge', 'global kickers: undefined', 'global kickers: Love Local', ""Activa't: Excursionisme i viatges"", ""Activa't: Cultura popular"", ""Activa't: Arquitectura i patrimoni""]"
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els 10 pobles més bonics de Lleida per visitar aquest 2021;Guia per descobrir –o redescobrir– les viles i els racons més emblemàtics de les comarques lleidatanes;Article;https://www.timeout.cat/barcelona/ca/viatge/els-pobles-mes-bonics-de-lleida;Mar Baró;2021-03-28T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;13 pobles bonics a prop de Barcelona que has de visitar aquest 2021;Del mar a la muntanya: pobles preciosos molt a prop de Barcelona per fer-hi una gran escapada;Article;https://www.timeout.cat/barcelona/ca/viatge/pobles-mes-bonics-comarques-de-barcelona;['María José Gómez', 'Xavier Amat', 'Maria Junyent'];2021-05-27T22:00:00Z;['Viatge', 'Tema: Vibe: Aire lliure', 'Categorias: Viatge', 'Públic infantil: Totes les edats', 'global kickers: undefined']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els 13 pobles més bonics de Tarragona per visitar aquest 2021;Mar, muntanya, viles medievals, rutes a peu i en bici, bon menjar... Tot l'encant de les comarques del Sud de Catalunya!;Article;https://www.timeout.cat/barcelona/ca/viatge/els-pobles-mes-bonics-de-tarragona;Albert Mora;2021-05-24T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;5 escapades per rius i ries d'Espanya;Us proposem sortides refrescants que us faran navegar per esplèndids rius i ries d'arreu de l'Estat;Article;https://www.timeout.cat/barcelona/ca/viatge/5-escapades-aquatiques-per-espanya;Óscar Checa;2021-09-02T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les millors platges d'España que no et pots perdre;De la Mediterrània a l'Atlàntic, les platges més boniques i especials, racons paradisíacs per gaudir en vacances;Article;https://www.timeout.cat/barcelona/ca/que-fer/millors-platges-espanya;['Erica Aspas', 'Andreu Gomila', 'Gorka Elorrieta', 'Maria Junyent', 'Josep Lambies', 'Anna Mateu Mur', 'Manuel Pérez', 'Noelia Santos', 'Eugènia Sendra'];2021-07-13T22:00:00Z;"['Què fer', ""Llocs d'interès: Platges""]"
Viatges;https://www.timeout.cat/barcelona/ca/viatges;15 llocs d'Espanya que et recordaran llocs meravellosos del món;Destinacions espectaculars de la península i les Illes Balears que et faran creure que has viatjat per tot el planeta;Article;https://www.timeout.cat/barcelona/ca/viatge/llocs-espanya-que-et-recordaran-llocs-meravellosos-del-mon;['María José Gómez', 'Erica Aspas', 'Eugènia Sendra', 'Borja Duñó', 'Manuel Pérez', 'Ricard Martín'];2021-06-29T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;15 llocs d'Espanya que has de veure almenys un cop a la vida;Recorrem la geografia espanyola i seleccionem els monuments i parcs naturals més impressionants;Article;https://www.timeout.cat/barcelona/ca/viatge/els-15-llocs-despanya-que-has-de-visitar;Editors de Time Out Spain ;2021-08-17T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Els 14 pobles més bonics d'Espanya per visitar aquest 2021;Compte amb aquesta llista, perquè hi ha pobles molt famosos, però n'hi ha d'altres que segur que no n'havies sentit parlar fins ara;Article;https://www.timeout.cat/barcelona/ca/viatge/pobles-mes-bonics-espanya;Noelia Santos;2021-07-06T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 21 millors coses per fer a Roma ara mateix;Visitar les ruïnes o viure els festius partits de futbol, aquests són els millors plans per un viatge a Roma;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-que-pots-fer-a-roma;Time Out contributors ;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;20 coses per fer a París i descobrir el millor de la ciutat;Des dels passejos clàssics fins a les experiències més extravagants, la nostra guia definitiva de coses per fer a París;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-paris;Editores de Time Out ;2019-08-18T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 21 millors coses per fer a Roma ara mateix;Visitar les ruïnes o viure els festius partits de futbol, aquests són els millors plans per un viatge a Roma;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-que-pots-fer-a-roma;Time Out contributors ;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 21 millors coses per fer a Roma ara mateix;Visitar les ruïnes o viure els festius partits de futbol, aquests són els millors plans per un viatge a Roma;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-que-pots-fer-a-roma;Time Out contributors ;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;20 coses per fer a París i descobrir el millor de la ciutat;Des dels passejos clàssics fins a les experiències més extravagants, la nostra guia definitiva de coses per fer a París;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-paris;Editores de Time Out ;2019-08-18T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;20 coses per fer a Lisboa i descobrir la ciutat;Visita Lisboa i et sentiràs com un local amb aquesta guia de les millors coses per a veure, fer, menjar i beure a la ciutat;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-lisboa;Time Out Lisbon editors ;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Los Angeles;La teva guia bàsica amb les millors coses que pots fer a Los Angeles, des de rutes variades a comerços històrics;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-los-angeles;Michael Juliano;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Porto per descobrir la ciutat;Porto és una ciutat plena de sorpreses. Per a aprofitar-la al màxim, aquí tens una llista de les 20 millors coses que pots fer-hi;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-porto;;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;21 coses per fer a Amsterdam i gaudir de la ciutat;Buscant les millors coses que fer a Amsterdam? Des de piscines de boles per a adults fins a recorreguts pel canal;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-amsterdam;['Derek Robertson', 'Kate Lloyd'];2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Praga i gaudir de la ciutat;Explora la ciutat i buscar anar més enllà del tòpic amb la nostra llista de les millors coses per fer a Praga;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-praga;Jacklyn Janeksela;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Venècia i descobrir la ciutat;Visita Murano, el gran canal, creua el pont de Rialto i prepara't per seguir amb les millors coses que pots fer a venècia;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-venecia;Rocky Casale;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;10 coses que fer a Buenos Aires per gaudir de la ciutat;Si ets fan del futbol i el ball al carrer, aquesta és la teva ciutat. Sempre trobaràs una cosa increïble per a fer a la capital argentina;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-buenos-aires;Duncan Madden;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Las Vegas;Els millors plans de Las Vegas. Casinos, emocionants espectacles i experiències gastronòmiques en famosos restaurants;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-las-vegas;Sarah Feldberg;2019-07-10T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 11 millors coses per fer a Bogotà segons els experts;Un ball en una festa de carnestoltes, una vibrant trobada d'art de carrer i coses increïbles que pots fer a Bogotà;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-a-fer-a-bogota;Simon Willis;2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;20 millors coses per fer a Chicago avui mateix;Descobreix el millor que pots fer a Chicago, des de menjars i vistes icòniques fins a l'últim de la seva vida cultural;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-a-fer-a-chicago;['Jay Gentile', 'Zach Long', 'Tim Lowery'];2019-07-10T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;La 10 millors coses que pots fer a Cancún;Museus submarins, restaurants, clubs per a ballar fins a la matinada: aquestes són les millors coses per fer a Cancún;Article;https://www.timeout.cat/barcelona/ca/viatge/coses-que-pots-fer-a-cancun;Kelly Lewis;2019-07-10T22:00:00Z;['Viatge', 'Categorias: Viatge']
Viatges;https://www.timeout.cat/barcelona/ca/viatges;Les 20 millors coses per fer a Orlando avui mateix;Aquí tens la guia de les millors coses que pots fer a Orlando, des de Disney World i Universal Studios fins a bars i restaurants de moda;Article;https://www.timeout.cat/barcelona/ca/viatge/les-millors-coses-per-fer-a-orlando;['Jonathan Thompson', 'Annalise Mantz'];2019-06-26T22:00:00Z;['Viatge', 'Categorias: Viatge']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Els millors 50 llocs de Barcelona per anar amb la família;Parcs, cafeteries, museus, teatres, llibreries i molts més llocs de Barcelona per passar grans moments en família!;Article;https://www.timeout.cat/barcelona/ca/amb-nens/50-llocs-per-portar-els-nens-a-barcelona;['Erica Aspas', 'Eugènia Güell'];2021-09-30T22:00:00Z;['Nens', 'Categorias: Nens']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Llibres infantils i juvenils que us encantaran;Una selecció de llibres imprescindibles per a nens i nenes de 0 a 14 anys. Còmics, llibres pop up i aventures;Article;https://www.timeout.cat/barcelona/ca/nens/llibres-infantils-recomanats;Erica Aspas;2021-10-18T22:00:00Z;['Nens', 'Nens: Activitats amb llibres', 'Botigues: Llibreries']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Els millors jocs de taula per a totes les edats;Jocs de cartes, amb temàtica espacial, per als més petits de casa i per posar a prova el vostre enginy;Article;https://www.timeout.cat/barcelona/ca/que-fer/jocs-de-taula-per-a-tota-la-familia;Time Out Barcelona Editors ;2021-07-19T22:00:00Z;['Què fer', 'Què fer: Jocs i aficions']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Escape Rooms infantils a Barcelona;Jocs d'escapament pensats específicament per als nens i també per viure l'aventura en família;Article;https://www.timeout.cat/barcelona/ca/nens/escape-rooms-infantils-a-barcelona;Erica Aspas;2019-04-15T22:00:00Z;['Nens', 'Nens: Espais per jugar']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Llibres infantils i juvenils que us encantaran;Una selecció de llibres imprescindibles per a nens i nenes de 0 a 14 anys. Còmics, llibres pop up i aventures;Article;https://www.timeout.cat/barcelona/ca/nens/llibres-infantils-recomanats;Erica Aspas;2021-10-18T22:00:00Z;['Nens', 'Nens: Activitats amb llibres', 'Botigues: Llibreries']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Restaurants on dinar en família a Barcelona!;Els millors bars i restaurants per menjar fora de casa amb la família;Article;https://www.timeout.cat/barcelona/ca/families/restaurants-menjar-nens;Ricard Martín;2019-03-27T23:00:00Z;['Restaurants', 'Categorias: Restaurants', 'Instal·lacions per a nens i famílies: Menú infantil', 'Instal·lacions de restaurant i bar: Menjar familiar', 'Format: Llistats', 'Familiar: Per a tota la família']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Montjuïc per a tota la família;Podria ser Neverland, perquè s'hi poden viure tantes aventures que els nens no voldran tornar a casa;Article;https://www.timeout.cat/barcelona/ca/nens/montjuic-amb-nens;Laura Conde;2018-07-02T22:00:00Z;['Nens', 'Sants - Montjuïc: El Poble-sec', 'Nens: Activitats de participació', 'Públic: Familiar']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Famílies a l'aire lliure - Amb nens - Time Out Barcelona;Un recull de llocs i parcs per gaudir de la ciutat;Article;https://www.timeout.cat/barcelona/ca/families-aire-lliure;;2015-06-23T22:00:00Z;['Nens', 'Tema: Activitats per al temps lliure', 'Tema: Vibe: Aire lliure', 'Tema: Good for: Sortida en grup', 'Categorias: Nens', 'Familiar: Per a tota la família']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;19 gelateries a Barcelona per quedar glaçat de plaer;Els millors gelats de Barcelona en totes les seves variants: artesans, italians, d'autor, singulars, japonesos...;Article;https://www.timeout.cat/barcelona/ca/restaurants-cafes/les-millors-gelateries-de-barcelona;Ricard Martín;2021-09-13T22:00:00Z;['Restaurants', 'catalan: Barcelona', 'Restaurants: Gelateries']
Amb nens;https://www.timeout.cat/barcelona/ca/nens;Botigues per a nenes i nens a Barcelona;De tot per als més petits: roba, llibres, calçat i joguines;Article;https://www.timeout.cat/barcelona/ca/botigues/botigues-per-nens;;2019-12-16T23:00:00Z;['Botigues', 'catalan: Barcelona', 'Categorias: Botigues']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;18 restaurants de sushi de Barcelona que has de tastar;Els restaurants japonesos amb el peix més fresc, el tall més fet i l'arròs sempre al punt;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/el-millor-sushi-de-barcelona;;2021-03-22T23:00:00Z;['Restaurants', 'Restaurants: Japonesa', 'global kickers: undefined']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;Sabors sense prejudicis als restaurants de Barcelona amb propietaris negres;Ens inspirem a Le Saraba, un restaurant africà de Barcelona exemple per a la integració a la ciutat i més enllà;Article;https://www.timeout.cat/barcelona/ca/restaurants/sabors-sense-perjudicis-als-restaurants-de-barcelona-amb-propietaris-negres;Johann Wald;2020-07-02T22:00:00Z;['Restaurants', 'Categorias: Restaurants', 'global kickers: Love Local']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;19 gelateries a Barcelona per quedar glaçat de plaer;Els millors gelats de Barcelona en totes les seves variants: artesans, italians, d'autor, singulars, japonesos...;Article;https://www.timeout.cat/barcelona/ca/restaurants-cafes/les-millors-gelateries-de-barcelona;Ricard Martín;2021-09-13T22:00:00Z;['Restaurants', 'catalan: Barcelona', 'Restaurants: Gelateries']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;25 bars on trobar les millors tapes de Barcelona;Per molts són una religió i una excusa per trobar-se amb amics. Aquí teniu les millors tapes de Barcelona;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/millors-bars-tapes-de-barcelona;Ricard Martín;2021-06-28T22:00:00Z;['Bars i pubs', 'Bars i pubs: Bars de tapes']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;27 restaurants i bars de Barcelona que han tancat en els últims mesos;Alguns dels millors locals de la ciutat han abaixat la persiana per culpa de la dura crisis que assota el sector de l'hostaleria;Article;https://www.timeout.cat/barcelona/ca/restaurants/restaurants-i-bars-de-barcelona-que-no-reobriran-despres-del-confinament;;2021-04-05T22:00:00Z;['Restaurants', 'Categorias: Restaurants']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;Menjar a Sitges - Restaurants i bars - Time Out Barcelona;Per saciar la gana entre pel·lícula i pel·lícula;Article;https://www.timeout.cat/barcelona/ca/menjar-i-beure/menjar-a-sitges;;2018-09-30T22:00:00Z;['Restaurants', 'Categorias: Restaurants']
Restaurants;https://www.timeout.cat/barcelona/ca/restaurants;Restaurants de les comarques de Barcelona - Escapades - Time Out Barcelona;Una selecció Time Out dels fogons més recomanables per fer una escapada gastronòmica i menjar fora de la ciutat ;Article;https://www.timeout.cat/barcelona/ca/viatge/els-millors-restaurants-de-les-comarques-de-barcelona;;;['Viatge', 'Categorias: Viatge']
